Paper_ID,Document Title,Authors,Publication Year,PDF Link,Publisher,Screening Status,Reason,
PID-098,Ensuring Dependability at the Scale of AWS,N. Kicillof; S. Yalovitser,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10994824,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-099,Establishing Trust in AI-Driven Data Observability and Quality Control: A Framework for Reliable and Scalable Standards,B. Banitalebi; S. V. Anusha Dwivedula,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050490,IEEE,Included - Final Corpus,Covers all RQs,
PID-100,Ethical Challenges and Frameworks in AI-Driven Software Development and Testing,A. Donvir; G. Sharma,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10903892,IEEE,Ex- Phase 6,Excluded based on full text: doesnot cover all RQs,
PID-101,"Evaluating AI-Based Unit Testing Tools: A Focus on Usability, Reliability, and Integration",H. Aarifeen; D. Wickramaarachchi,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10963099,IEEE,Ex- Phase 6,"Excluded based on full text: Evaluates AI testing tools but does not operationalize trust, governance, or autonomous multi-agent oversight.",
PID-102,Evaluating Machine Learning Based Automatic Quality Assurance of Magnetic Resonance Images in Healthcare System,K. Patel; S. Gupta,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10912290,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-103,Evaluating the Robustness of Uncertainty Quantification-Based Misbehavior Predictors for Autonomous Driving Systems: A Case Study,X. Wu; Q. Hu; T. Tsuchiya; M. Hayashi; M. Okada; L. Ma; J. Zhao,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11051227,IEEE,Ex- Phase 6,"Excluded based on full text: Studies safety, misbehavior predictors for AVs rather than agentic or LLM-driven software testing workflows.",
PID-104,Evaluation of Deep Neural Network Quality by CleanAI Coverage Metrics Library,A. H. Ayubi; F. Taskin; O. Caglar; S. Asik; C. Baglum; U. Yayan,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10310324,IEEE,Ex- Phase 6,"Excluded based on full text: Proposes coverage metrics for DNNs, not for software or agentic testing processes.",
PID-105,Explainable AI for Safe and Trustworthy Autonomous Driving: A Systematic Review,"A Kuznietsov, B Gyevnar, C Wang, S Peters, SV Albrecht",2024,https://ieeexplore.ieee.org/abstract/document/10716567,Ieee,Included - Final Corpus,Selected: discuss all RQs,
PID-106,Explainable AI for Safe and Trustworthy Autonomous Driving: A Systematic Review,"A Kuznietsov, B Gyevnar, C Wang, S Peters, SV Albrecht",2024,https://arxiv.org/abs/2402.10086,arxiv,Ex- Phase  2,Duplicate record across databases,
PID-107,An Application of AI for Online Estimation of the Impact of Imperfections in Additive Manufactured Components,"Denise Holfeld, Franziska Theurich, André Rauschert, Gregor Neumann, Falk Hähnel & Johannes Markmiller ",2023,https://link.springer.com/chapter/10.1007/978-3-658-43705-3_12,Springer,Excluded - Phase 1,Ex based on language,
PID-108,Explainable exclusion in the life insurance using multi-label classifier,K. Van Nguyen; M. R. Islam; H. Huo; P. Tilocca; G. Xu,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191171,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-109,"Exploration, Collaboration, and Applications in Multi-Agent Reinforcement Learning",J Chen,2025,https://dl.acm.org/doi/abs/10.1145/3712170.3712181,ACM,Included - Final Corpus,Selected: discuss all RQs,
PID-110,EXPRESS 2.0: An Intelligent Service Management Framework for AIoT Systems in the Edge,J. Xu; X. Liu; W. Pan; X. Li; A. Yao; Y. Yang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10298474,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-111,Food Oil Quality and Usage Detection Using AI,S. Sanjay,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10543730,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-112,From Black Box to Open Book: An Emerging Transparency Imperative in Generative AI Codebases,N. Watson; M. Van Italie,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050669,IEEE,Included - Final Corpus,Selected: discuss all RQs,
PID-113,"From LLMs to LLM-based Agents for Software Engineering: A Survey of Current, Challenges and Future","Haolin Jin, Linghan Huang, Haipeng Cai, Jun Yan, Bo Li, Huaming Chen",2025,https://arxiv.org/abs/2408.02479,arxiv,Included - Final Corpus,Selected: discuss all RQs,
PID-114,From Misuse to Mastery: Enhancing Code Generation with Knowledge-Driven AI Chaining,X. Ren; X. Ye; D. Zhao; Z. Xing; X. Yang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10298349,IEEE,Ex- Phase 6,Excluded based on full text: Focuses on AI-assisted code generation rather than trust-centred or agentic software testing.,
PID-115,"Generative AI in Software Development: Challenges, Opportunities, and New Paradigms for Quality Assurance",F. Muratovic; D. Kearns-Manolatos; A. Alibage,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11052848,IEEE,Included - Final Corpus,Selected: discuss all RQs,
PID-116,Human–agent teaming for multirobot control: A review of human factors issues,"Chen, Jessie YC; Barnes, Michael J; ",2014,,IEEE,Excluded - Phase 1,Published before 2020,
PID-117,Human-AI Collaboration in Software Engineering: Lessons Learned from a Hands-On Workshop,M. Hamza; D. Siemon; M. A. Akbar; T. Rahman,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10653701,IEEE,Ex- Phase 6,Excluded based on full text: Experience report on human AI collaboration without a defined agentic testing.,
PID-118,Automated Squeak & Rattle Detection for Quality Assurance at Production,"Alexander Roy, Jan Baumann & Jürgen Ochs ",2023,https://link.springer.com/chapter/10.1007/978-3-658-46555-1_13,Springer,Excluded - Phase 1,Ex based on language,
PID-119,"Human-in-the-loop HVAC operations: A quantitative review on occupancy, comfort, and energy-efficiency dimensions","Wooyoung Jung a, Farrokh Jazizadeh ",2019,https://www.sciencedirect.com/science/article/pii/S030626191930073X,Science Direct,Excluded - Phase 1,Published before 2020,
PID-120,Human-In-the-Loop Software Development Agents,"Wannita Takerngsaksiri, Jirat Pasuksmit, Patanamon Thongtanunam, Chakkrit Tantithamthavorn, Ruixiong Zhang, Fan Jiang, Jing Li, Evan Cook, Kun Chen, Ming Wu",2025,https://arxiv.org/abs/2411.12924,arxiv,Ex- Phase  2,Duplicate record across databases,
PID-121,Human-In-The-Loop Software Development Agents,"Wannita Takerngsaksiri, Jirat Pasuksmit, Patanamon Thongtanunam, Chakkrit Tantithamthavorn, Ruixiong Zhang, Fan Jiang, Jing Li, Evan Cook, Kun Chen, Ming Wu",2025,https://ieeexplore.ieee.org/abstract/document/11121706,IEEE,Included - Final Corpus,Covers all RQs,
PID-122,Image-Based Game Quality Assurance Automation Process,J. -Y. Jeong; H. -Y. Lee; G. -E. Park; Z. Jin; J. -G. Kim; B. Seo; S. Kang,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10949533,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-123,Impact of Artificial Intelligence on Software Engineering Phases and Activities (2013â€“2024): A Quantitative Analysis Using Zero- Truncated Poisson Model,U. K. Durrani; M. Akpinar; H. Bektas; M. Saleh,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11016671,IEEE,Ex- Phase 6,"Excluded based on full text: lack of  agentic or LLM-driven software testing workflows.
",
PID-124,Improved Yield Prediction and Failure Analysis in Semiconductor Manufacturing with XGBoost and Shapley Additive exPlanations Models,S. Wang; Y. Chen,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10691196,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-125,Improving Safety of AI Systems,S. Suryanarayana; R. S. Sangwan; S. M. Srinivasan; Y. Badr,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10731573,IEEE,Included - Final Corpus,Selected: discuss all RQs,
PID-126,In Defence of Visual Analytics Systems: Replies to Critics,A. Wu; D. Deng; F. Cheng; Y. Wu; S. Liu; H. Qu,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9906559,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-127,Inception V3 Model-Based Approach for Detecting Defects on Steel Surfaces,G. U. Kiran; S. Gajula; A. Sravanthi; S. V; T. Veditha; D. V. Reddy,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10467368,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-128,Integrating human knowledge for explainable AI,"E Cappuccio, B Kathirgamanathan, S Rinzivillo, G Andrienko, N Andrienko",2025,https://link.springer.com/article/10.1007/s10994-025-06879-x,Springer,Included - Final Corpus,Selected: discuss all RQs,
PID-129,Integrating Reinforcement Learning with Multi-Agent Techniques for Adaptive Service Composition,"Hongbign Wang, Xin Chen, Qin Wu, Qi Yu, Xingguo Hu, Zibin Zheng, Athman Bouguettaya",2017,https://dl.acm.org/doi/10.1145/3058592,ACM,Excluded - Phase 1,Published before 2020,
PID-130,Intelligent Agents for Software Engineering: A Systematic Literature Review,"Haoyi Zhang, Huaijin Ran,Xunzhu Tang",2025,,ACM,Included - Final Corpus,Selected: discuss all RQs,
PID-131,Intelligent Agents: Multi-Agent Systems,"Alfredo Garro
, 
Max Mühlhäuser
, 
Andrea Tundis
, 
Matteo Baldoni
, 
Cristina Baroglio
, 
Federico Bergenti
, 
Paolo Torroni",2019,https://www.sciencedirect.com/science/chapter/referencework/abs/pii/B9780128096338203282,Science Direct,Excluded - Phase 1,Published before 2020,
PID-132,Interpretability/Explainability Applied to Machine Learning Software Defect Prediction: An Industrial Perspective,S. Stradowski; L. Madeyski,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10767722,IEEE,Included - Final Corpus,Selected: discuss all RQs,
PID-133,"JITLine: A Simpler, Better, Faster, Finer-grained Just-In-Time Defect Prediction",C. Pornprasit; C. K. Tantithamthavorn,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463103,IEEE,Ex - Phase 3,Ex based on title: irrelevant domain,
PID-134,Knowledge-based multi-agent system for manufacturing problem solving process in production plants,"Alvaro Camarillo a b
, José Ríos b
Klaus-Dieter Althoff c d",2018,https://www.sciencedirect.com/science/article/pii/S0278612518300414,Science Direct,Excluded - Phase 1,Published before 2020,
PID-135,Large Language Models for Software Engineering: A Systematic Literature Review ,"Xinyi Hou, Yanjie Zhao, Yue Liu, Zhou Yang, Kailong Wang, Li Li, Xiapu Luo, David Lo, John Grundy, Haoyu Wang",2024,https://arxiv.org/abs/2308.10620,arxiv,Ex- Phase  2,Duplicate record across databases,
PID-136,Large Language Models for Software Engineering: A Systematic Literature Review ,"X Hou, Y Zhao, Y Liu, Z Yang, K Wang, L Li, X Luo, D Lo, J Grundy, H Wang",2024,https://dl.acm.org/doi/full/10.1145/3695988,ACM,Included - Final Corpus,Selected: discuss all RQs,
PID-137,Large Language Models for Software Engineering: Survey and Open Problems,A. Fan; B. Gokkaya; M. Harman; M. Lyubarskiy; S. Sengupta; S. Yoo; J. M. Zhang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10449667,IEEE,Ex- Phase 6,Excluded based on full text: Broad survey that does not provide a dedicated empirical evaluation of agentic or trust-aware testing workflows.,
PID-138,Leveraging Large Language Models in Software Testing: A Review of Applications and Challenges,A. Sezgin; G. Ã–zkan; E. CoÅŸgun,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11011986,IEEE,Included - Final Corpus,Selected: discuss all RQs,
PID-139,Leveraging Large Vision-Language Model for Better Automatic Web GUI Testing,S. Wang; S. Wang; Y. Fan; X. Li; Y. Liu,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10795054,IEEE,Ex- Phase 6,"Excluded based on full text: Uses VLMs for GUI testing but does not introduce explicit trust, HITL governance.",
PID-140,Leveraging LLMs for the Quality Assurance of Software Requirements,S. Lubos; A. Felfernig; T. N. T. Tran; D. Garber; M. El Mansi; S. P. Erdeniz; V. -M. Le,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10628462,IEEE,Ex- Phase 6,"Excluded based on full text: Requirements QA assistance with LLMs, lacking explicit trust factor and XAI",
PID-141,"Leveraging Machine Learning, Explainable AI, and Open-Source LLMs for Studentsâ€™ Placement Prediction",R. S. Kamath; P. G. Naik; S. S. Jamsandekar,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11199212,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-142,Leveraging Sequential Deep Learning Models for Robust Compiler Bug Detection in Software Logs,S. Mishra; U. Tiwari; K. C. R.,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10914819,IEEE,Ex- Phase 6,"Excluded based on full text: Deep learning-based bug detection in logs, not a trust-aware or agentic testing pipeline.",
PID-143,"LLM for Test Script Generation and Migration: Challenges, Capabilities, and Opportunities",S. Yu; C. Fang; Y. Ling; C. Wu; Z. Chen,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10366647,IEEE,Ex- Phase 6,Excluded based on full text: Not covering orchestration and governance.,
PID-144,"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead","Junda He, Christoph Treude, David Lo",2024,https://arxiv.org/abs/2404.04834,arxiv,Ex- Phase  2,Duplicate record across databases,
PID-145,"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision, and the Road Ahead","Junda He, Christoph Treude, David Lo",2025,https://dl.acm.org/doi/full/10.1145/3712003,ACM,Included - Final Corpus,Selected: discuss all RQs,
PID-146,Llm-Codeval: a Framework for Verifying Implementations of Mathematical Functions Using Language Models,F. Cunha; M. Perkusich; D. Albuquerque; K. GorgÃ´nio; A. Perkusich,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11197356,IEEE,Included - Final Corpus,Selected: discuss all RQs,
PID-147,LLM-Guided Crowdsourced Test Report Clustering,Y. Li; Y. Zhong; L. Yang; Y. Wang; P. Zhu,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10844085,IEEE,Ex- Phase 6,"Excluded based on full text: Uses LLMs to cluster test reports but does not define trust, HITL governance.",
PID-148,LUNA: A Model-Based Universal Analysis Framework for Large Language Models,D. Song; X. Xie; J. Song; D. Zhu; Y. Huang; F. Juefei-Xu; L. Ma,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10562221,IEEE,Ex- Phase 6,Excluded based on full text: Analyzes LLMs themselves rather than using LLM/agents to test software systems.,
PID-149,MA2DF: A Multi-Agent Anomaly Detection Framework,"Y Thounaojam, W Setiawan, A Narayan",2020,https://ieeexplore.ieee.org/abstract/document/9282846,IEEE conf,Included - Final Corpus,Selected: discuss all RQs,
PID-150,Machine Learning for Bacterial Growth Prediction and Examination of Bacterial Impact on Growth,V. Ince; M. Bader-El-Den; F. Arabikhan; O. F. Sari,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10705237,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-151,MCMAS: an open-source model checker for the verification of multi-agent systems,"Lomuscio, Alessio; Qu, Hongyang; Raimondi, Franco; ",2017,,Springer,Excluded - Phase 1,Published before 2020,
PID-152,Medical software runtime checking using Petri-nets & software agents,N. Majma; S. M. Babamir,2014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6993410,IEEE,Excluded - Phase 1,Published before 2020,
PID-153,Methods and Software Implementation of Intelligent Planning for Integrated Expert System Design,G. V. RybinaY. M. Blokhin,2019,https://link.springer.com/article/10.3103/S0147688219060091,Springer,Excluded - Phase 1,Published before 2020,
PID-154,Mining Software Dependency Networks for Agent-Based Simulation of Software Evolution,V. Honsel; D. Honsel; S. Herbold; J. Grabowski; S. Waack,2015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7426646,IEEE,Excluded - Phase 1,Published before 2020,
PID-155,MLOps meets Edge Computing: an Edge Platform with Embedded Intelligence towards 6G Systems,N. Psaromanolakis; V. Theodorou; D. Laskaratos; I. Kalogeropoulos; M. -E. Vlontzou; E. Zarogianni; G. Samaras,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10188244,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-156,Model based approach to detect emergent behavior in multi-agent systems,"Mohammad Moshirpour, Nariman Mani, Armin Eberlein, Behrouz Far",2013,https://dl.acm.org/doi/10.5555/2484920.2485185,ACM,Excluded - Phase 1,Published before 2020,
PID-157,"Multi-Agent LLM Collaboration for Adaptive Code Review, Debugging, and Security Analysis","T Sharanarthi, S Polineni",2025,https://ieeexplore.ieee.org/abstract/document/11135756,IEEE conf,Included - Final Corpus,Selected: discuss all RQs,
PID-158,Multi-agent oriented programming with JaCaMo,"Boissier, Olivier; Bordini, Rafael H; Hübner, Jomi F; Ricci, Alessandro; Santi, Andrea; ",2013,,Elsevier,Excluded - Phase 1,Published before 2020,
PID-159,Multi-agent reinforcement learning in sequential social dilemmas,"Leibo, Joel Z; Zambaldi, Vinicius; Lanctot, Marc; Marecki, Janusz; Graepel, Thore; ",2017,,arxiv,Excluded - Phase 1,Published before 2020,
PID-160,Multi-agent systems: A survey,"Dorri, Ali; Kanhere, Salil S; Jurdak, Raja; ",2018,,IEEE,Excluded - Phase 1,Published before 2020,
PID-161,Mutation-Based White Box Testing of Deep Neural Networks,G. Ã‡etiner; U. Yayan; A. Yazici,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10720015,IEEE,Ex- Phase 6,"Excluded based on full text: Mutation testing of DNN models, not software or agentic testing across the SE lifecycle.",
PID-162,"Navigating MLOps: Insights into Maturity, Lifecycle, Tools, and Careers",J. Stone; R. Patel; F. Ghiasi; S. Mittal; S. Rahimi,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050687,IEEE,Ex - Phase 4,Excluded based on abstract: irrelevant too generic,
PID-163,Neuromorphic-Enhanced Smart ECG Reconstruction with Explainable AI for Green Healthcare Systems,A. Sungheetha; R. R. Sharma; S. Mahapatra; R. Tamilarasi; A. E. Sam Leni,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11005129,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-164,New Approach of Designing and Developing Multi-Agent Systems,"Mohamed Kouissi, El Mokhtar En-Naimi, Abdelhamid Zouhair, Mohammed Al Achhab",2018,https://dl.acm.org/doi/10.1145/3286606.3286849,ACM,Excluded - Phase 1,Published before 2020,
PID-165,"Online Safety Analysis for LLMs: a Benchmark, an Assessment, and a Path Forward",X. Xie; J. Song; Z. Zhou; Y. Huang; D. Song; L. Ma,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11145129,IEEE,Ex- Phase 6,Excluded based on full text: Benchmarks safety of LLMs themselves rather than trust in software testing workflows.,
PID-166,Optimizing Multi-Agent System Swarm Performance through Explainable AI,Shekhar Mahmud; Mustafa Kutlu; Alper Turan Alan,2025,https://ieeexplore.ieee.org/abstract/document/10976319,IEEE conf,Included - Final Corpus,Selected: discuss all RQs,
PID-167,Practitionersâ€™ Perceptions of the Goals and Visual Explanations of Defect Prediction Models,J. Jiarpakdee; C. K. Tantithamthavorn; J. Grundy,2021,https://arxiv.org/abs/2102.12007,arxiv,Ex- Phase  2,Duplicate record across databases,
PID-168,Orchestration framework for automated Ajax-based web application testing,H. H. Deyab; R. Binti Atan,2015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7475186,IEEE,Excluded - Phase 1,Published before 2020,
PID-169,"PARMA: a Platform Architecture to enable Automated, Reproducible, and Multi-party Assessments of AI Trustworthiness",M. Pintz; D. Becker; M. Mock,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10669860,IEEE,Ex- Phase  2,Duplicate record across databases,
PID-170,"PARMA: a Platform Architecture to enable Automated, Reproducible, and Multi-party Assessments of AI Trustworthiness",M. Pintz; D. Becker; M. Mock,2024,https://dl.acm.org/doi/10.1145/3643691.3648585,ACM,Included - Final Corpus,Covers all RQs,
PID-171,Pitfalls of Generic Large Language Models (GLLMs) from reliability and security perspectives,D. Dasgupta; A. Roy,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10835578,IEEE,Ex - Phase 4,Excluded based on abstract: lacks specific requirements ,
PID-172,Practitionersâ€™ Perceptions of the Goals and Visual Explanations of Defect Prediction Models,J. Jiarpakdee; C. K. Tantithamthavorn; J. Grundy,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463073,IEEE,Ex- Phase 6,"Excluded based on full text: Focuses on interpretability of prediction models, not on trust-aware or agentic testing architectures.",
PID-173,Predicting Defective Lines Using a Model-Agnostic Technique,S. Wattanakriengkrai; P. Thongtanunam; C. Tantithamthavorn; H. Hata; K. Matsumoto,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9193975,IEEE,Ex - Phase 4,Excluded based on abstract: lacks specific requirements ,
PID-174,Prioritization of Test Cases Using Software Agents and Fuzzy Logic,C. Malz; N. Jazdi; P. Gohner,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6200143,IEEE,Excluded - Phase 1,Published before 2020,
PID-175,Process Quality Assurance of Artificial Intelligence in Medical Diagnosis,N. Moghadasi; M. Piran; R. S. Valdez; S. Baek; N. Moghaddasi; T. L. Polmateer; J. H. Lambert,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10620154,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-176,PyExplainer: Explaining the Predictions of Just-In-Time Defect Models,C. Pornprasit; C. Tantithamthavorn; J. Jiarpakdee; M. Fu; P. Thongtanunam,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678763,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-177,Quality Assurance for ML Devices A Risk-Based Approach,G. A. Dominguez; K. Kawaai; H. Maruyama,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10479436,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-178,Quality assurance strategies for machine learning applications in big data analytics an overview,"M Ogrizovi?, D Draškovi?, D Boji?",2025,https://link.springer.com/article/10.1186/s40537-024-01028-y,Springer,Included - Final Corpus,Selected: discuss all RQs,
PID-179,Qunomon: A FAIR testbed of quality evaluation for machine learning models,K. Narita; M. Akita; K. -S. Kim; Y. Iwase; Y. Watanaka; T. Nakagawa; Q. Zhong,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9719933,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-180,Reach â€” A Chat Application,R. PL; G. H; S. P. M K; A. M,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10716916,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-181,Real-Time Adaptive Code Analysis with a Self-Learning Multi-Agent Framework: A Retrieval-Augmented Reinforcement Learning Approach,"T Sharanarthi, S Polineni",2025,https://ieeexplore.ieee.org/abstract/document/11189485,IEEE conf,Included - Final Corpus,Selected: discuss all RQs,
PID-182,Requirements-based Explainability for Multi-Agent Systems,"S Rodriguez, J Thangarajah, M Winikoff",2025,https://dl.acm.org/doi/10.5555/3709347.3743992,ACM,Included - Final Corpus,Selected: discuss all RQs,
PID-183,Requirements-based Explainability for Multi-Agent Systems,"S Rodriguez, J Thangarajah, M Winikoff",2025,https://link.springer.com/chapter/10.1007/978-981-95-4969-6_19,Springer,Ex- Phase  2,Duplicate record across databases,
PID-184,Research on Mixed Transaction Analytical Data Management Oriented to Data Middle Platform,A. -H. Zhou; L. -P. Zhu; M. -H. Xu; S. Pan; J. -F. Qiao; H. -B. Qiu; S. Deng,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9687022,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-185,Revitalizing Digitized Historical Collections: AI-Driven Quality Control with Locally Trained Computational Models,V. W. -Y. Lum; S. S. Chung,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11108755,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-186,Risk Management in Robotic Process Automation,D. K. Yendluri; R. Thatikonda; R. Thatikonda; J. Ponnala; M. Kempanna; A. Bhuvanesh,2024,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10503443,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-187,Sampled-data leader-following consensus of nonlinear multi-agent systems subject to impulsive perturbations,"Wencheng Zou, Chao Zhou, Zhengrong Xiang",2019,https://www.sciencedirect.com/science/article/pii/S1007570419302060,Science Direct,Excluded - Phase 1,Published before 2020,
PID-188,"Search-based software engineering: Trends, techniques and applications","Harman, Mark; Mansouri, S Afshin; Zhang, Yuanyuan; ",2012,,"ACM New York, NY, USA",Excluded - Phase 1,Published before 2020,
PID-189,Security Testing for Multi-Agent Systems,Damas P. GruskaM. Carmen Ruiz,2019,https://link.springer.com/chapter/10.1007/978-3-030-20521-8_58,Springer,Excluded - Phase 1,Published before 2020,
PID-190,Seeing is Believing: Vision-driven Non-crash Functional Bug Detection for Mobile Apps,Z. Liu; C. Li; C. Chen; J. Wang; M. Chen; B. Wu; Y. Wang; J. Hu; Q. Wang,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11181197,IEEE,Ex - Phase 4,"Excluded based on abstract: not focusing on XAI, MAS",
PID-191,Self-organizing multi-agent systems for the control of complex systems,"Jérémy Boes
Frédéric Migeon",2017,https://www.sciencedirect.com/science/article/pii/S0164121217301838,Science Direct,Excluded - Phase 1,Published before 2020,
PID-192,Sensitive Region-Based Metamorphic Testing Framework using Explainable AI,Y. Torikoshi; Y. Nishi; J. Takahashi,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190404,IEEE,Ex- Phase 6,"Excluded based on full text: Metamorphic testing of ML models using XAI, lack of agentic testing",
PID-193,Software Engineering for AI-Based Systems: A Survey,"Silverio Martínez-Fernández, Justus Bogner, Xavier Franch, Marc Oriol, Julien Siebert, Adam Trendowicz, Anna Maria Vollmer, Stefan Wagner",2022,https://dl.acm.org/doi/full/10.1145/3487043,Acm,Included - Final Corpus,Selected: discuss all RQs,
PID-194,Software Engineering for AI-Based Systems: A Survey,"Silverio Martínez-Fernández, Justus Bogner, Xavier Franch, Marc Oriol, Julien Siebert, Adam Trendowicz, Anna Maria Vollmer, Stefan Wagner",2021,https://arxiv.org/abs/2105.01984,arxiv,Ex- Phase  2,Duplicate record across databases,
PID-195,Software Fault Diagnosing System Based on Multi-agent,G. Chen; G. Wang,2012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6449546,IEEE,Excluded - Phase 1,Published before 2020,
PID-196,SQAPlanner: Generating Data-Informed Software Quality Improvement Plans,D. Rajapaksha; C. Tantithamthavorn; J. Jiarpakdee; C. Bergmeir; J. Grundy; W. Buntine,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9394771,IEEE,Ex- Phase 6,"Excluded based on full text: Lacks specific trust, governance.",
PID-197,Standardized AI-Driven UAV Water Rescue System for Safe and Reliable Autonomous Operations,U. -K. Hsu; Y. Ye; S. -Y. Hsu; C. -H. Ku,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11050483,IEEE,Ex - Phase 3,ex based on title: irrelevant domain,
PID-198,Static Analysis and LLM for Comprehensive Java Unit Test Generation,W. Wei,2025,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11042526,IEEE,Ex - Phase 4,"Excluded based on abstract: not discussing XAI, HITL",
